timestamp,main_controller_id,sensor_module_id,humidity,temperature,CO2,refreshable_token
2026-05-07 08:08:40,YBA_03,YBA_03_03,32.01,20.94,566.1,tb0vcso70w
2026-05-07 08:08:50,YBA_04,YBA_04_03,61.01,28.75,954.8,0abv6puzqj
2026-05-07 08:09:00,KCD_01,KCD_01_03,26.96,21.05,400.21,fohb5ng2pm
2026-05-07 08:09:10,KCD_02,KCD_02_03,66.96,21.63,633.61,nf8cx18m8d
2026-05-07 08:09:20,KCD_03,ID_OFF,,,,12oefeweu2
2026-05-07 08:09:30,NRP_01,NRP_01_03,26.96,21.05,400.21,yxxoegjofw
2026-05-07 08:09:40,NRP_02,NRP_02_03,66.96,21.63,633.61,s8rxu3wsct
2026-05-07 08:09:50,NRP_03,ID_OFF,,,,an7zcudcc6
2026-05-07 08:10:00,YBA_01,YBA_01_01,45.24,31.96,895.65,9rcnv43osa
2026-05-07 08:10:10,YBA_02,ID_OFF,,,,1or5e29xc5
2026-05-07 08:10:20,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:10:30,YBA_04,YBA_04_01,60.18,23.97,795.65,0abv6puzqj
2026-05-07 08:10:40,KCD_01,KCD_01_01,20.18,24.95,521.74,fohb5ng2pm
2026-05-07 08:10:50,KCD_02,ID_OFF,,,,nf8cx18m8d
2026-05-07 08:11:00,KCD_03,ID_OFF,,,,12oefeweu2
2026-05-07 08:11:10,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:11:20,NRP_02,NRP_02_01,69.45,22.76,537.65,s8rxu3wsct
2026-05-07 08:11:30,NRP_03,NRP_03_01,29.45,22.93,328.24,an7zcudcc6
2026-05-07 08:11:40,YBA_01,ID_OFF,,,,9rcnv43osa
2026-05-07 08:11:50,YBA_02,YBA_02_02,57.6,30.34,637.65,1or5e29xc5
2026-05-07 08:12:00,YBA_03,YBA_03_02,23.8,19.14,497.98,tb0vcso70w
2026-05-07 08:12:10,YBA_04,YBA_04_02,63.8,20.49,763.97,0abv6puzqj
2026-05-07 08:12:20,KCD_01,KCD_01_02,83.8,39.14,1727.93,fohb5ng2pm
2026-05-07 08:12:30,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:12:40,KCD_03,KCD_03_02,12.54,44.14,2261.94,12oefeweu2
2026-05-07 08:12:50,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:13:00,NRP_02,NRP_02_02,57.82,25.5,628.33,s8rxu3wsct
2026-05-07 08:13:10,NRP_03,NRP_03_02,16.41,41.87,1849.58,an7zcudcc6
2026-05-07 08:13:20,YBA_01,YBA_01_03,69.61,19.12,528.33,9rcnv43osa
2026-05-07 08:13:30,YBA_02,YBA_02_03,89.61,36.87,1256.66,1or5e29xc5
2026-05-07 08:13:40,YBA_03,ID_OFF,,,,tb0vcso70w
2026-05-07 08:13:50,YBA_04,ID_OFF,,,,0abv6puzqj
2026-05-07 08:14:00,KCD_01,ID_OFF,,,,fohb5ng2pm
2026-05-07 08:14:10,KCD_02,KCD_02_03,17.66,46.88,2307.95,nf8cx18m8d
2026-05-07 08:14:20,KCD_03,KCD_03_03,91.48,41.88,1780.52,12oefeweu2
2026-05-07 08:14:30,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:14:40,NRP_02,NRP_02_03,17.66,46.88,2307.95,s8rxu3wsct
2026-05-07 08:14:50,NRP_03,NRP_03_03,31.48,21.88,517.69,an7zcudcc6
2026-05-07 08:15:00,YBA_01,ID_OFF,,,,9rcnv43osa
2026-05-07 08:15:10,YBA_02,ID_OFF,,,,1or5e29xc5
2026-05-07 08:15:20,YBA_03,YBA_03_01,22.21,21.95,410.19,tb0vcso70w
2026-05-07 08:15:30,YBA_04,YBA_04_01,47.94,29.56,746.92,0abv6puzqj
2026-05-07 08:15:40,KCD_01,ID_OFF,,,,fohb5ng2pm
2026-05-07 08:15:50,KCD_02,ID_OFF,,,,nf8cx18m8d
2026-05-07 08:16:00,KCD_03,KCD_03_01,17.62,48.77,2475.78,12oefeweu2
2026-05-07 08:16:10,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:16:20,NRP_02,NRP_02_01,71.44,23.26,886.16,s2ykv3r===
2026-05-07 08:16:30,NRP_03,NRP_03_01,31.44,23.77,589.62,an7zcudcc6
2026-05-07 08:16:40,YBA_01,ID_OFF,,,,9rcnv43osa
2026-05-07 08:16:50,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:17:00,YBA_03,ID_OFF,,,,tb0vcso70w
2026-05-07 08:17:10,YBA_04,ID_OFF,,,,0abv6puzqj
2026-05-07 08:17:20,KCD_01,ID_OFF,,,,fohb5ng2pm
2026-05-07 08:17:30,KCD_02,KCD_02_02,64.17,23.5,599.56,nf8cx18m8d
2026-05-07 08:17:40,KCD_03,KCD_03_02,12.78,49.17,1974.23,12oefeweu2
2026-05-07 08:17:50,NRP_01,NRP_01_02,24.17,24.17,374.67,yxxoegjofw
2026-05-07 08:18:00,NRP_02,NRP_02_02,93.62,39.27,1840.79,62v0425sw0
2026-05-07 08:18:10,NRP_03,ID_OFF,,,,an7zcudcc6
2026-05-07 08:18:20,YBA_01,YBA_01_03,33.62,19.27,540.3,9rcnv43osa
2026-05-07 08:18:30,YBA_02,YBA_02_03,73.62,20.56,820.39,1or5e29xc5
2026-05-07 08:18:40,YBA_03,ID_OFF,,,,tb0vcso70w
2026-05-07 08:18:50,YBA_04,YBA_04_03,63.17,27.42,920.39,0abv6puzqj
2026-05-07 08:19:00,KCD_01,ID_OFF,,,,fohb5ng2pm
2026-05-07 08:19:10,KCD_02,KCD_02_03,88.77,40.95,1286.13,nf8cx18m8d
2026-05-07 08:19:20,KCD_03,KCD_03_03,68.77,21.57,543.07,12oefeweu2
2026-05-07 08:19:30,NRP_01,NRP_01_03,56.69,28.76,643.07,yxxoegjofw
2026-05-07 08:19:40,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:19:50,NRP_03,NRP_03_03,15.85,45.95,1875.37,o8416aw===
2026-05-07 08:20:00,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:20:10,YBA_02,YBA_02_01,51.64,24.81,696.1,1or5e29xc5
2026-05-07 08:20:20,YBA_03,ID_OFF,,,,tb0vcso70w
2026-05-07 08:20:30,YBA_04,YBA_04_01,13.32,41.01,1968.18,vty442n===
2026-05-07 08:20:40,KCD_01,KCD_01_01,64.98,18.61,596.1,fohb5ng2pm
2026-05-07 08:20:50,KCD_02,KCD_02_01,24.98,16.01,372.08,vty442n===
2026-05-07 08:21:00,KCD_03,KCD_03_01,11.84,45.28,2351.88,a7pf17y===
2026-05-07 08:21:10,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:21:20,NRP_02,NRP_02_01,11.84,45.28,2351.88,62v0425sw0
2026-05-07 08:21:30,NRP_03,NRP_03_01,82.75,40.28,1830.72,57eq5cdaup
2026-05-07 08:21:40,YBA_01,YBA_01_02,22.75,20.28,536.52,9rcnv43osa
2026-05-07 08:21:50,YBA_02,ID_OFF,,,,1or5e29xc5
2026-05-07 08:22:00,YBA_03,YBA_03_02,15.08,45.65,2443.14,tb0vcso70w
2026-05-07 08:22:10,YBA_04,YBA_04_02,27.62,20.65,575.63,jj1mb4kr7b
2026-05-07 08:22:20,KCD_01,ID_OFF,,,,fohb5ng2pm
2026-05-07 08:22:30,KCD_02,KCD_02_02,87.62,40.65,1935.01,jj1mb4kr7b
2026-05-07 08:22:40,KCD_03,KCD_03_02,67.62,21.39,867.51,p91op8tyx7
2026-05-07 08:22:50,NRP_01,NRP_01_02,55.16,28.52,967.51,yxxoegjofw
2026-05-07 08:23:00,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:23:10,NRP_03,NRP_03_02,70.89,19.6,505.63,57eq5cdaup
2026-05-07 08:23:20,YBA_01,YBA_01_03,17.26,42.67,1809.85,w6d9raw===
2026-05-07 08:23:30,YBA_02,YBA_02_03,30.89,17.67,304.22,1or5e29xc5
2026-05-07 08:23:40,YBA_03,YBA_03_03,70.89,19.6,505.63,tb0vcso70w
2026-05-07 08:23:50,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:24:00,KCD_01,KCD_01_03,30.77,19.78,337.73,lx3mmoj===
2026-05-07 08:24:10,KCD_02,KCD_02_03,17.18,44.78,1888.04,jj1mb4kr7b
2026-05-07 08:24:20,KCD_03,KCD_03_03,70.77,20.87,550.31,p91op8tyx7
2026-05-07 08:24:30,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:24:40,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:24:50,NRP_03,ID_OFF,,,,57eq5cdaup
2026-05-07 08:25:00,YBA_01,YBA_01_01,56.29,24.77,943.45,p1hbngh0u4
2026-05-07 08:25:10,YBA_02,ID_OFF,,,,1or5e29xc5
2026-05-07 08:25:20,YBA_03,ID_OFF,,,,tb0vcso70w
2026-05-07 08:25:30,YBA_04,YBA_04_01,15.65,40.96,2401.04,jj1mb4kr7b
2026-05-07 08:25:40,KCD_01,KCD_01_01,15.65,40.96,2401.04,7tqdsgshml
2026-05-07 08:25:50,KCD_02,KCD_02_01,88.47,35.96,1886.9,jj1mb4kr7b
2026-05-07 08:26:00,KCD_03,KCD_03_01,46.15,25.64,979.18,p91op8tyx7
2026-05-07 08:26:10,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:26:20,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:26:30,NRP_03,NRP_03_01,80.86,37.05,1958.36,57eq5cdaup
2026-05-07 08:26:40,YBA_01,YBA_01_02,60.86,19.23,879.18,p1hbngh0u4
2026-05-07 08:26:50,YBA_02,YBA_02_02,10.57,42.05,2463.57,wi0rm0z===
2026-05-07 08:27:00,YBA_03,YBA_03_02,85.0,38.72,1851.89,tb0vcso70w
2026-05-07 08:27:10,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:27:20,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:27:30,KCD_02,KCD_02_02,51.66,26.98,925.95,jj1mb4kr7b
2026-05-07 08:27:40,KCD_03,KCD_03_02,13.33,43.72,2370.41,p91op8tyx7
2026-05-07 08:27:50,NRP_01,NRP_01_02,25.0,18.72,544.46,yxxoegjofw
2026-05-07 08:28:00,NRP_02,NRP_02_02,21.75,15.82,576.91,62v0425sw0
2026-05-07 08:28:10,NRP_03,NRP_03_02,21.75,15.82,576.91,57eq5cdaup
2026-05-07 08:28:20,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:28:30,YBA_02,ID_OFF,,,,ymx6y1e59v
2026-05-07 08:28:40,YBA_03,YBA_03_03,11.17,40.82,2446.13,tb0vcso70w
2026-05-07 08:28:50,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:29:00,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:29:10,KCD_02,KCD_02_03,66.23,23.84,541.49,jj1mb4kr7b
2026-05-07 08:29:20,KCD_03,KCD_03_03,14.15,49.74,1872.61,p91op8tyx7
2026-05-07 08:29:30,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:29:40,NRP_02,NRP_02_03,86.23,44.74,1282.99,62v0425sw0
2026-05-07 08:29:50,NRP_03,NRP_03_03,26.23,24.74,331.12,57eq5cdaup
2026-05-07 08:30:00,YBA_01,YBA_01_01,51.17,28.93,664.89,p1hbngh0u4
2026-05-07 08:30:10,YBA_02,YBA_02_01,13.08,46.16,1913.56,ymx6y1e59v
2026-05-07 08:30:20,YBA_03,YBA_03_01,84.63,41.16,1329.78,t7sp91m===
2026-05-07 08:30:30,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:30:40,KCD_01,KCD_01_01,13.08,46.16,1913.56,7tqdsgshml
2026-05-07 08:30:50,KCD_02,KCD_02_01,51.17,28.93,664.89,jj1mb4kr7b
2026-05-07 08:31:00,KCD_03,ID_OFF,,,,p91op8tyx7
2026-05-07 08:31:10,NRP_01,ID_OFF,,,,yxxoegjofw
2026-05-07 08:31:20,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:31:30,NRP_03,NRP_03_01,83.48,42.58,1317.92,57eq5cdaup
2026-05-07 08:31:40,YBA_01,YBA_01_02,12.32,47.58,1903.18,p1hbngh0u4
2026-05-07 08:31:50,YBA_02,ID_OFF,,,,ymx6y1e59v
2026-05-07 08:32:00,YBA_03,YBA_03_02,15.51,49.69,2393.46,8dnotlqzer
2026-05-07 08:32:10,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:32:20,KCD_01,KCD_01_02,88.26,44.69,1878.24,7tqdsgshml
2026-05-07 08:32:30,KCD_02,KCD_02_02,28.26,24.69,554.34,jj1mb4kr7b
2026-05-07 08:32:40,KCD_03,ID_OFF,,,,p91op8tyx7
2026-05-07 08:32:50,NRP_01,NRP_01_02,68.26,23.81,839.12,yxxoegjofw
2026-05-07 08:33:00,NRP_02,NRP_02_02,74.69,23.43,877.4,62v0425sw0
2026-05-07 08:33:10,NRP_03,NRP_03_02,64.58,31.24,977.4,57eq5cdaup
2026-05-07 08:33:20,YBA_01,ID_OFF,,,,p1hbngh0u4
2026-05-07 08:33:30,YBA_02,YBA_02_03,74.69,23.43,877.4,ymx6y1e59v
2026-05-07 08:33:40,YBA_03,ID_OFF,,,,8dnotlqzer
2026-05-07 08:33:50,YBA_04,YBA_04_03,34.69,24.05,583.05,jj1mb4kr7b
2026-05-07 08:34:00,KCD_01,KCD_01_03,59.55,27.66,990.33,7tqdsgshml
2026-05-07 08:34:10,KCD_02,KCD_02_03,90.91,39.58,1980.66,jj1mb4kr7b
2026-05-07 08:34:20,KCD_03,KCD_03_03,70.91,20.75,890.33,p91op8tyx7
2026-05-07 08:34:30,NRP_01,NRP_01_03,30.91,19.58,592.75,yxxoegjofw
2026-05-07 08:34:40,NRP_02,NRP_02_03,30.91,19.58,592.75,62v0425sw0
2026-05-07 08:34:50,NRP_03,NRP_03_03,70.91,20.75,890.33,57eq5cdaup
2026-05-07 08:35:00,YBA_01,YBA_01_01,20.93,20.26,558.84,p1hbngh0u4
2026-05-07 08:35:10,YBA_02,YBA_02_01,10.62,45.26,2403.96,ymx6y1e59v
2026-05-07 08:35:20,YBA_03,ID_OFF,,,,8dnotlqzer
2026-05-07 08:35:30,YBA_04,YBA_04_01,10.62,45.26,2403.96,jj1mb4kr7b
2026-05-07 08:35:40,KCD_01,KCD_01_01,20.93,20.26,558.84,7tqdsgshml
2026-05-07 08:35:50,KCD_02,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:36:00,KCD_03,KCD_03_01,62.1,18.94,519.93,p91op8tyx7
2026-05-07 08:36:10,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:36:20,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:36:30,NRP_03,ID_OFF,,,,57eq5cdaup
2026-05-07 08:36:40,YBA_01,ID_OFF,,,,p1hbngh0u4
2026-05-07 08:36:50,YBA_02,YBA_02_02,11.4,41.57,1834.88,ymx6y1e59v
2026-05-07 08:37:00,YBA_03,YBA_03_02,19.84,44.38,2352.38,8dnotlqzer
2026-05-07 08:37:10,YBA_04,YBA_04_02,64.67,27.5,915.64,jj1mb4kr7b
2026-05-07 08:37:20,KCD_01,KCD_01_02,34.76,19.38,536.73,7tqdsgshml
2026-05-07 08:37:30,KCD_02,KCD_02_02,74.76,20.63,815.64,jj1mb4kr7b
2026-05-07 08:37:40,KCD_03,KCD_03_02,34.76,19.38,536.73,p91op8tyx7
2026-05-07 08:37:50,NRP_01,NRP_01_02,94.76,39.38,1831.29,9q279pf===
2026-05-07 08:38:00,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:38:10,NRP_03,ID_OFF,,,,57eq5cdaup
2026-05-07 08:38:20,YBA_01,ID_OFF,,,,p1hbngh0u4
2026-05-07 08:38:30,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:38:40,YBA_03,YBA_03_03,14.4,44.93,1876.21,8dnotlqzer
2026-05-07 08:38:50,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:39:00,KCD_01,KCD_01_03,29.69,17.55,406.83,7tqdsgshml
2026-05-07 08:39:10,KCD_02,KCD_02_03,57.92,26.04,742.44,g3k5cap===
2026-05-07 08:39:20,KCD_03,KCD_03_03,69.69,19.53,642.44,p91op8tyx7
2026-05-07 08:39:30,NRP_01,ID_OFF,,,,26bot7xpvn
2026-05-07 08:39:40,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:39:50,NRP_03,NRP_03_03,16.46,42.55,2049.26,57eq5cdaup
2026-05-07 08:40:00,YBA_01,YBA_01_01,48.8,24.79,693.13,p1hbngh0u4
2026-05-07 08:40:10,YBA_02,YBA_02_01,82.85,35.99,1386.27,ymx6y1e59v
2026-05-07 08:40:20,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:40:30,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:40:40,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:40:50,KCD_02,KCD_02_01,62.85,18.6,593.13,p15skzqjla
2026-05-07 08:41:00,KCD_03,KCD_03_01,85.75,42.32,1661.14,2x4pff0===
2026-05-07 08:41:10,NRP_01,NRP_01_01,65.75,22.39,730.57,26bot7xpvn
2026-05-07 08:41:20,NRP_02,NRP_02_01,52.67,29.85,830.57,62v0425sw0
2026-05-07 08:41:30,NRP_03,NRP_03_01,13.84,47.32,2203.5,2x4pff0===
2026-05-07 08:41:40,YBA_01,ID_OFF,,,,p1hbngh0u4
2026-05-07 08:41:50,YBA_02,ID_OFF,,,,ymx6y1e59v
2026-05-07 08:42:00,YBA_03,YBA_03_02,11.6,43.82,1947.78,8dnotlqzer
2026-05-07 08:42:10,YBA_04,YBA_04_02,82.4,38.82,1368.89,jj1mb4kr7b
2026-05-07 08:42:20,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:42:30,KCD_02,KCD_02_02,48.21,27.05,684.45,p15skzqjla
2026-05-07 08:42:40,KCD_03,KCD_03_02,22.4,18.82,363.33,gxwc2b54h0
2026-05-07 08:42:50,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:43:00,NRP_02,NRP_02_02,68.98,21.65,705.63,62v0425sw0
2026-05-07 08:43:10,NRP_03,ID_OFF,,,,gxwc2b54h0
2026-05-07 08:43:20,YBA_01,YBA_01_03,56.98,28.87,805.63,p1hbngh0u4
2026-05-07 08:43:30,YBA_02,YBA_02_03,56.98,28.87,805.63,ymx6y1e59v
2026-05-07 08:43:40,YBA_03,ID_OFF,,,,8dnotlqzer
2026-05-07 08:43:50,YBA_04,YBA_04_03,88.98,41.09,1611.26,jj1mb4kr7b
2026-05-07 08:44:00,KCD_01,KCD_01_03,25.45,19.72,505.85,7tqdsgshml
2026-05-07 08:44:10,KCD_02,KCD_02_03,85.45,39.72,1748.94,p15skzqjla
2026-05-07 08:44:20,KCD_03,KCD_03_03,65.45,20.83,774.47,gxwc2b54h0
2026-05-07 08:44:30,NRP_01,NRP_01_03,52.27,27.77,874.47,26bot7xpvn
2026-05-07 08:44:40,NRP_02,NRP_02_03,13.64,44.72,2280.32,62v0425sw0
2026-05-07 08:44:50,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:45:00,YBA_01,YBA_01_01,80.17,37.84,1294.17,p1hbngh0u4
2026-05-07 08:45:10,YBA_02,YBA_02_01,60.17,19.7,547.08,ymx6y1e59v
2026-05-07 08:45:20,YBA_03,YBA_03_01,45.22,26.27,647.08,8dnotlqzer
2026-05-07 08:45:30,YBA_04,YBA_04_01,20.17,17.84,335.31,jj1mb4kr7b
2026-05-07 08:45:40,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:45:50,KCD_02,KCD_02_01,20.17,17.84,335.31,p15skzqjla
2026-05-07 08:46:00,KCD_03,KCD_03_01,70.53,22.02,837.88,gxwc2b54h0
2026-05-07 08:46:10,NRP_01,NRP_01_01,90.53,41.7,1875.75,26bot7xpvn
2026-05-07 08:46:20,NRP_02,ID_OFF,,,,62v0425sw0
2026-05-07 08:46:30,NRP_03,NRP_03_01,17.02,46.7,2391.28,gxwc2b54h0
2026-05-07 08:46:40,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:46:50,YBA_02,ID_OFF,,,,ymx6y1e59v
2026-05-07 08:47:00,YBA_03,ID_OFF,,,,8dnotlqzer
2026-05-07 08:47:10,YBA_04,YBA_04_02,65.89,18.25,667.41,jj1mb4kr7b
2026-05-07 08:47:20,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:47:30,KCD_02,KCD_02_02,13.92,40.41,2092.97,p15skzqjla
2026-05-07 08:47:40,KCD_03,ID_OFF,,,,gxwc2b54h0
2026-05-07 08:47:50,NRP_01,ID_OFF,,,,26bot7xpvn
2026-05-07 08:48:00,NRP_02,NRP_02_02,50.19,26.07,761.26,gtfee6y===
2026-05-07 08:48:10,NRP_03,NRP_03_02,12.6,42.59,2082.21,gxwc2b54h0
2026-05-07 08:48:20,YBA_01,ID_OFF,,,,p1hbngh0u4
2026-05-07 08:48:30,ID_OFF,ID_OFF,,,,ID_OFF
2026-05-07 08:48:40,YBA_03,YBA_03_03,63.89,19.56,661.26,8dnotlqzer
2026-05-07 08:48:50,YBA_04,ID_OFF,,,,jj1mb4kr7b
2026-05-07 08:49:00,KCD_01,KCD_01_03,17.58,42.76,2118.37,7tqdsgshml
2026-05-07 08:49:10,KCD_02,ID_OFF,,,,p15skzqjla
2026-05-07 08:49:20,KCD_03,ID_OFF,,,,gxwc2b54h0
2026-05-07 08:49:30,NRP_01,NRP_01_03,60.17,26.21,781.93,26bot7xpvn
2026-05-07 08:49:40,NRP_02,ID_OFF,,,,nvjldqxjkp
2026-05-07 08:49:50,NRP_03,NRP_03_03,60.17,26.21,781.93,gxwc2b54h0
2026-05-07 08:50:00,YBA_01,YBA_01_01,93.79,42.94,1249.86,p1hbngh0u4
2026-05-07 08:50:10,YBA_02,YBA_02_01,19.19,47.94,1843.63,ymx6y1e59v
2026-05-07 08:50:20,YBA_03,YBA_03_01,19.19,47.94,1843.63,8dnotlqzer
2026-05-07 08:50:30,YBA_04,YBA_04_01,33.79,22.94,318.7,r6jgael===
2026-05-07 08:50:40,KCD_01,ID_OFF,,,,7tqdsgshml
2026-05-07 08:50:50,KCD_02,KCD_02_01,63.38,30.35,624.93,p15skzqjla
2026-05-07 08:51:00,KCD_03,KCD_03_01,34.52,22.31,464.43,gxwc2b54h0
2026-05-07 08:51:10,NRP_01,NRP_01_01,19.68,47.31,2183.68,26bot7xpvn
2026-05-07 08:51:20,NRP_02,NRP_02_01,64.36,29.85,819.25,nvjldqxjkp
